GEDIV,GTMETSTA,GTCBSASZ,PESEX,PRTAGE,PEEDUCA,PUWK,PTS16E
7,1,4,1,69,40,3,100
7,1,4,2,70,43,1,40
7,1,5,1,50,40,1,30
7,1,5,2,38,43,1,20
7,1,3,2,29,43,1,3
7,1,4,1,39,44,1,150
7,1,4,2,38,43,2,52
7,1,2,1,54,44,1,10
7,1,2,2,28,40,2,2
7,1,0,1,38,40,1,8
7,1,0,1,51,44,1,52
7,1,5,2,46,43,1,50
7,2,0,2,69,39,3,24
7,2,0,2,52,44,1,8
7,2,0,2,76,39,3,260
7,2,0,2,40,43,1,6
7,2,0,2,45,43,1,5
1,1,2,2,66,39,1,10
1,1,4,1,76,43,2,3
1,1,2,1,69,43,1,36
1,1,2,2,68,44,3,36
1,1,6,1,41,46,1,300
1,1,6,2,80,45,3,12
1,1,6,1,73,44,3,50
1,1,6,2,39,43,1,6
1,1,6,1,43,43,1,6
1,1,6,1,63,43,1,12
1,1,4,1,39,39,1,150
6,1,5,1,72,42,3,36
6,1,0,2,57,40,1,12
6,1,0,1,58,39,1,16
6,1,0,1,70,42,3,20
6,1,0,2,68,44,3,20
6,1,0,1,57,40,1,60
6,1,0,1,46,43,2,12
6,1,4,2,73,40,3,400
6,2,0,1,76,44,3,2
6,2,0,2,63,40,1,120
6,2,0,1,70,39,3,60
6,2,0,2,38,39,1,4
1,2,0,2,74,40,3,50
1,2,0,1,77,43,3,50
1,2,0,2,50,42,1,16
1,2,0,1,67,39,3,12
1,2,0,1,57,39,1,3
1,2,0,2,66,46,2,24
1,1,3,1,70,43,1,12
1,2,0,1,32,40,2,12
1,1,6,1,54,43,1,12
1,1,6,2,67,42,1,180
1,1,6,1,74,40,3,500
1,1,5,2,78,40,1,5
5,1,3,2,77,44,3,6
5,1,5,1,74,44,3,12
5,1,5,2,67,43,3,400
5,1,4,1,68,43,3,48
5,1,4,2,67,41,3,30
6,1,4,2,55,40,2,40
6,1,5,2,41,45,1,10
6,1,5,1,23,44,1,3
6,1,5,1,62,44,1,20
6,1,5,2,62,44,3,20
6,1,5,2,53,43,1,10
6,1,5,2,22,43,1,10
6,1,5,1,75,40,1,50
6,1,4,2,43,46,1,10
6,1,4,1,22,40,1,24
6,1,4,1,18,40,2,120
6,1,4,1,58,39,1,50
6,1,3,2,22,42,1,6
6,1,3,1,21,39,1,6
6,1,5,1,59,44,1,50
1,1,2,2,29,43,2,6
1,1,2,1,57,42,1,240
1,1,2,2,27,43,1,20
1,2,0,1,63,43,1,12
1,2,0,2,63,43,2,30
1,2,0,2,79,39,3,20
1,2,0,2,34,44,1,4
1,2,0,1,72,43,1,12
5,1,3,2,44,44,1,52
5,1,3,2,75,40,3,100
5,1,3,1,77,43,1,36
5,1,3,2,39,44,1,20
5,1,3,2,43,43,1,72
5,1,3,1,62,42,1,10
5,1,3,2,64,44,3,100
5,1,3,1,49,42,1,40
5,1,3,2,71,43,3,450
5,1,3,1,71,43,1,8
5,2,0,2,63,39,2,20
5,1,0,1,67,40,3,20
5,1,0,2,65,41,3,40
5,2,0,2,78,43,3,100
5,2,0,1,75,45,3,50
5,2,0,2,69,45,3,15
5,2,0,2,68,39,3,4
5,2,0,1,70,34,3,4
5,1,0,1,63,40,1,100
5,1,2,2,63,39,3,2
5,1,2,1,65,39,1,2
5,1,2,1,76,39,3,100
5,1,2,2,73,39,3,10
5,1,2,1,79,39,3,10
5,2,0,1,65,36,2,10
5,2,0,2,63,43,1,100
6,2,0,2,35,40,2,10
9,1,0,1,44,43,1,60
9,1,0,1,43,43,1,50
9,1,0,2,42,44,1,100
9,1,0,2,38,43,2,2
9,1,0,2,69,39,2,2
9,2,0,1,34,44,1,150
9,2,0,2,31,43,1,50
9,2,0,1,38,46,1,240
9,2,0,2,51,43,2,2
9,1,0,1,49,39,1,312
7,1,4,2,69,39,1,10
7,1,4,1,64,39,2,240
9,1,6,1,50,44,1,5
9,1,5,2,78,42,2,10
9,2,0,2,42,46,1,30
9,1,7,2,23,41,1,32
9,1,7,2,47,43,1,40
9,1,7,2,80,43,2,40
9,1,7,2,45,44,1,30
9,1,3,1,57,43,1,90
9,1,3,2,53,43,1,16
9,1,7,2,67,43,2,72
9,1,7,1,66,43,2,500
9,1,6,1,45,33,1,312
9,1,6,1,76,43,2,10
9,1,5,1,44,43,1,20
9,1,6,1,63,42,1,16
9,1,6,1,42,43,1,8
9,1,6,2,35,43,1,8
9,1,6,2,47,43,2,100
9,1,6,2,48,44,1,10
9,1,5,2,73,43,2,12
9,1,5,1,34,44,1,3
8,1,4,2,32,40,1,12
1,1,4,2,78,44,2,40
1,1,3,2,73,39,1,48
1,1,5,2,68,39,2,10
5,1,7,2,33,44,1,50
5,1,7,1,33,46,1,24
5,1,7,1,40,43,1,40
5,1,7,2,41,44,1,40
5,1,7,1,70,44,1,72
5,1,7,2,31,44,1,15
5,1,7,1,37,43,1,10
5,1,7,1,33,43,1,30
5,1,4,1,42,39,2,5
5,1,7,2,47,40,1,30
5,1,0,1,71,43,2,500
5,1,0,2,69,43,2,2
5,1,3,1,28,43,1,16
5,1,5,1,25,43,1,4
5,2,0,2,80,44,2,50
5,2,0,2,71,41,3,200
5,1,5,1,80,43,1,100
5,1,6,1,34,44,2,4
5,1,6,2,52,43,2,500
5,2,0,1,68,40,2,3
5,1,0,2,35,41,1,60
5,1,7,1,54,46,1,12
5,1,3,1,48,45,1,12
5,1,3,2,41,45,1,8
5,1,7,1,41,43,1,5
9,1,4,1,85,40,2,20
9,1,4,1,60,41,1,260
9,1,4,1,47,45,1,200
9,1,4,2,34,43,1,40
9,1,4,1,47,46,1,8
9,1,4,2,48,46,1,100
9,1,4,1,63,43,2,12
8,1,4,2,42,45,1,25
8,1,4,2,27,40,2,20
8,2,0,1,85,40,2,192
3,1,7,2,59,43,2,120
3,1,7,1,24,44,1,24
3,1,7,2,69,42,2,500
3,1,7,2,50,43,1,6
3,1,7,2,55,39,2,360
3,2,0,2,28,40,2,60
3,1,3,1,54,43,1,20
3,1,0,1,41,42,1,78
3,1,0,2,40,42,1,40
3,1,5,2,31,44,1,24
3,1,5,1,40,43,1,25
3,1,5,2,70,43,2,10
3,1,5,1,44,34,1,12
3,1,5,2,54,43,1,100
3,1,5,2,43,45,1,10
3,1,5,1,40,43,1,20
3,1,5,2,38,43,1,15
3,2,0,2,67,43,2,4
4,1,2,1,46,42,1,8
4,2,0,2,24,46,1,30
4,1,4,1,78,39,1,4
4,1,4,2,78,42,1,50
4,1,4,1,36,43,1,24
4,1,4,2,37,43,2,10
4,1,4,2,35,42,1,12
4,1,0,2,69,46,2,500
6,1,5,1,57,43,1,200
6,1,5,2,85,44,3,500
6,1,5,2,38,43,1,48
6,1,5,1,38,43,1,24
7,1,5,1,42,46,1,100
1,1,4,2,73,44,2,40
1,2,0,2,75,44,2,14
1,2,0,2,62,41,1,60
5,1,6,1,34,43,2,30
5,1,6,2,66,43,1,24
5,1,6,1,68,44,2,5
5,1,6,2,64,44,1,120
5,1,7,1,67,40,2,4
5,1,7,2,67,39,2,4
1,1,6,2,46,44,1,30
1,1,6,2,70,44,1,8
1,1,6,1,29,39,2,8
1,1,6,1,41,43,1,400
1,1,6,2,39,42,1,10
1,1,6,2,66,44,2,10
1,1,6,1,38,43,1,150
1,1,4,2,47,42,1,4
1,1,4,1,46,43,1,20
3,1,3,2,39,44,1,4
3,1,2,2,63,42,1,24
3,1,6,1,79,43,2,312
3,1,6,1,71,44,2,208
3,1,6,2,69,43,2,420
3,1,6,1,49,43,1,20
4,2,0,1,59,41,1,20
4,1,6,1,76,43,1,288
4,1,6,2,69,43,1,36
4,1,0,2,67,41,3,20
4,1,6,2,63,40,2,30
4,1,6,1,72,44,2,60
4,1,6,2,71,44,2,60
6,1,0,2,69,46,2,6
6,1,0,1,73,46,2,20
6,2,0,2,41,40,1,8
4,1,5,2,39,43,2,2
4,1,5,1,51,44,1,60
4,1,5,2,25,43,1,40
4,1,6,2,57,40,2,30
4,1,6,1,27,40,1,3
4,2,0,2,80,36,2,52
4,2,0,1,73,36,2,104
4,1,6,1,34,43,1,60
4,1,6,2,35,44,1,50
8,1,0,2,68,44,2,16
8,1,2,1,78,39,1,25
4,2,0,2,60,39,1,12
4,2,0,1,64,39,1,3
4,1,0,1,56,43,1,60
4,1,0,2,60,43,2,3
8,2,0,1,50,42,1,200
8,1,5,2,18,39,2,48
8,1,0,2,46,44,1,40
8,1,0,1,47,44,1,8
1,2,0,2,70,43,2,80
1,1,3,1,40,43,1,2
2,1,7,2,63,40,1,4
2,1,7,1,74,40,2,50
2,1,7,2,33,43,1,50
2,1,7,1,57,43,1,4
2,1,0,2,62,40,1,10
8,2,0,2,71,40,3,12
8,2,0,1,73,40,3,24
8,2,0,2,28,43,1,5
2,2,0,1,66,43,3,100
2,1,5,2,64,43,2,208
2,1,4,2,72,40,3,12
2,1,7,2,42,45,1,52
2,1,7,1,28,43,1,36
2,1,7,2,58,45,1,5
2,1,7,1,58,40,1,2
2,1,4,2,56,44,1,120
2,1,7,2,78,44,1,52
5,2,0,2,51,44,3,20
5,2,0,2,42,39,1,40
5,1,4,2,66,39,1,6
5,1,5,2,57,43,2,144
5,1,5,1,59,46,2,20
5,1,5,2,69,43,2,90
5,1,5,1,37,44,1,5
5,1,5,2,74,44,2,80
5,1,2,2,72,43,2,200
5,1,2,1,72,44,1,150
3,1,5,2,68,40,1,500
3,2,0,1,69,43,3,24
3,2,0,2,69,41,3,12
3,1,4,1,58,44,1,36
3,1,4,2,59,40,2,36
3,2,0,2,40,44,1,15
7,1,4,2,66,37,2,4
7,1,4,2,34,43,2,40
9,1,5,2,46,45,1,500
9,1,2,2,33,43,1,60
9,1,2,2,43,44,1,30
9,1,3,2,59,43,2,10
9,1,5,1,34,43,1,100
9,1,5,2,35,43,1,20
9,1,5,2,37,42,1,48
2,1,4,1,64,43,1,200
1,1,5,2,80,44,1,30
1,1,5,1,67,44,1,120
1,1,5,2,62,41,1,12
5,1,2,1,79,44,2,100
5,1,4,1,70,41,2,10
4,2,0,1,60,39,1,100
6,1,2,2,25,43,1,20
6,2,0,1,67,39,3,4
6,1,5,2,75,43,3,500
6,2,0,1,34,43,1,12
6,2,0,2,31,43,1,20
7,1,7,2,56,43,1,20
7,1,7,2,39,44,2,260
7,1,7,1,53,43,1,20
7,1,7,2,25,44,1,12
7,2,0,1,69,42,2,40
7,1,7,1,44,44,1,24
7,1,7,2,40,43,1,24
7,1,3,1,57,37,2,6
7,1,7,2,41,44,2,100
7,1,7,1,41,46,1,60
8,1,5,1,32,40,2,104
8,1,4,2,65,40,1,150
8,1,4,1,68,44,2,350
8,1,4,2,59,43,1,50
1,2,0,2,76,41,3,3
1,1,2,2,55,44,2,500
5,1,0,2,80,36,2,12
9,1,5,1,80,44,2,150
9,1,0,1,40,39,2,40
9,2,0,2,80,44,3,54
9,1,6,2,41,43,2,500
9,1,0,1,48,39,1,12
9,1,0,2,42,42,1,20
3,1,5,1,85,40,3,2
3,2,0,2,53,42,2,90
3,1,2,1,24,43,1,50
3,1,5,2,42,39,1,24
3,1,5,1,49,45,1,60
3,1,5,2,54,43,1,20
8,2,0,2,54,40,1,60
8,2,0,1,58,40,1,400
8,2,0,1,54,46,1,50
8,2,0,2,47,46,1,50
6,2,0,1,35,36,2,8
8,1,6,1,55,43,1,30
8,1,4,2,59,44,1,4
3,1,3,2,69,44,3,30
1,1,6,2,54,43,1,70
1,1,6,1,64,45,1,8
6,1,0,1,73,42,3,8
6,1,5,1,57,40,1,12
6,2,0,2,46,44,1,15
6,2,0,1,49,43,1,20
8,1,0,2,44,43,1,60
8,2,0,2,66,46,1,30
1,1,3,1,63,44,1,30
1,1,6,2,68,44,2,104
1,1,6,1,74,40,2,338
1,1,6,1,50,46,1,15
2,1,7,1,54,46,1,10
2,1,7,2,54,44,1,350
5,1,4,1,44,39,1,96
6,1,5,2,32,39,1,4
1,2,0,2,56,39,1,10
1,2,0,2,69,39,2,156
1,2,0,1,67,39,3,72
1,1,2,1,55,41,1,20
1,1,2,2,49,44,1,50
1,1,2,1,47,43,1,18
9,1,6,2,68,44,2,3
5,1,3,2,69,42,2,5
5,1,2,2,69,44,1,60
5,1,2,1,70,44,1,10
5,1,2,1,68,39,3,150
9,1,0,1,51,40,1,30
9,1,0,2,39,44,1,20
9,1,0,1,71,43,3,12
9,1,0,2,32,43,1,4
9,1,0,1,45,40,1,3
9,1,0,2,53,43,1,24
9,1,0,2,19,40,2,12
9,2,0,2,51,44,1,20
9,2,0,1,53,44,2,25
9,2,0,2,76,43,2,40
9,1,0,2,34,44,2,20
9,1,0,2,33,43,1,20
9,1,0,2,71,43,2,60
9,1,0,1,62,39,3,70
9,1,0,2,29,40,1,40
9,1,0,1,36,43,1,20
9,1,0,2,68,40,3,130
9,1,0,2,63,44,3,80
9,1,0,1,65,39,1,100
9,1,0,1,68,44,3,16
9,2,0,1,43,43,2,120
9,2,0,2,43,44,1,60
9,2,0,1,24,43,1,150
8,1,6,2,77,43,3,30
8,1,6,1,80,39,3,2
8,1,6,1,30,46,1,5
8,1,6,1,29,45,1,12
8,1,6,1,60,39,1,48
8,1,6,2,18,39,1,300
8,1,6,1,38,44,1,52
8,1,6,2,40,42,2,52
8,1,6,1,47,44,1,4
8,1,6,1,48,44,1,3
8,1,6,2,47,44,1,60
8,1,6,2,62,43,1,6
8,1,6,2,44,43,1,20
8,1,6,2,69,39,3,15
8,1,6,2,75,44,3,208
8,1,4,1,57,43,1,10
8,1,4,1,68,44,1,36
8,1,4,1,35,46,1,10
8,1,2,1,34,42,1,380
8,1,2,2,33,40,2,70
8,1,2,1,55,44,1,24
8,1,2,2,63,43,1,4
7,2,0,1,80,43,3,15
7,2,0,2,80,41,3,12
7,2,0,2,68,43,3,40
7,1,3,1,77,40,1,20
7,1,3,2,20,40,1,16
7,1,3,2,60,39,1,15
7,1,3,1,34,37,1,50
7,1,0,2,69,39,3,500
7,1,4,2,78,43,3,50
7,1,0,2,58,40,1,60
7,1,2,1,35,40,1,5
7,1,2,2,59,43,2,1
7,1,4,2,80,39,3,10
7,1,4,2,21,39,1,12
7,1,3,2,37,43,2,12
7,1,3,2,31,40,1,12
9,1,6,2,74,40,3,10
9,1,6,1,67,43,3,320
9,1,6,2,67,39,3,320
9,1,6,1,33,46,1,20
9,1,6,2,31,43,1,500
9,1,6,2,37,44,2,6
9,1,6,2,41,42,1,8
9,1,6,1,69,45,3,10
9,1,6,1,51,46,1,36
9,1,2,2,35,42,1,199
9,1,2,1,37,40,1,80
9,1,2,1,70,39,3,60
9,1,2,2,62,39,3,72
9,1,2,2,64,44,1,75
9,1,6,1,51,43,1,100
9,1,6,2,58,39,1,15
9,1,6,1,27,40,1,6
9,1,4,2,40,39,2,468
9,1,4,1,53,39,1,156
9,1,4,1,73,41,3,200
9,1,4,1,32,39,2,100
9,1,4,2,31,40,2,500
9,2,0,2,64,40,3,50
9,2,0,2,22,40,1,5
9,1,4,1,60,43,1,36
9,2,0,1,74,40,1,10
9,2,0,2,69,41,3,8
9,2,0,1,56,42,3,40
9,1,7,1,49,43,1,3
9,1,7,2,47,43,1,2
9,1,7,2,20,40,2,48
9,1,7,2,31,46,1,208
9,1,7,1,33,43,1,260
9,1,7,2,50,39,1,8
9,1,7,1,60,43,3,25
9,1,7,2,78,44,1,48
9,1,7,1,62,44,1,40
9,1,7,1,57,39,1,2
9,1,7,2,67,43,3,20
9,1,7,2,62,43,3,20
9,1,7,2,69,39,3,4
9,1,7,2,34,45,1,10
9,1,7,1,80,46,3,500
9,1,7,2,63,44,1,120
9,1,7,2,64,43,3,20
9,1,7,2,47,46,1,72
9,1,7,2,33,43,1,75
9,1,7,2,61,46,1,20
9,1,7,1,62,44,1,10
9,1,7,1,41,43,1,60
9,1,7,1,26,40,1,6
9,1,7,2,63,40,3,40
9,1,7,2,54,31,2,3
9,1,7,2,36,44,1,52
9,1,7,1,32,44,1,52
9,1,7,2,45,43,1,10
9,1,7,1,75,43,2,4
9,1,7,2,41,43,1,40
9,1,5,1,71,43,3,30
9,1,5,2,64,40,1,30
9,1,5,2,45,43,1,100
9,1,5,1,46,40,1,100
9,1,5,2,42,43,1,5
9,1,5,2,59,41,1,48
9,1,6,2,49,39,1,10
9,1,6,1,35,43,1,8
9,1,6,1,55,44,1,36
9,1,6,2,45,40,1,120
9,1,6,2,71,39,3,500
9,1,6,1,22,40,1,30
9,1,5,2,71,43,3,16
9,1,5,2,65,40,3,144
9,1,5,2,27,40,1,32
9,1,5,2,67,39,1,10
9,1,5,2,71,42,3,60
9,1,6,2,23,40,1,10
9,1,6,1,70,43,3,10
9,1,6,2,64,40,1,10
9,1,6,2,53,40,2,8
9,1,6,1,71,44,3,500
9,1,6,1,71,44,3,500
9,1,6,2,69,44,3,80
9,1,6,2,71,41,3,48
9,1,6,2,42,46,1,6
9,1,6,2,70,43,3,52
9,1,6,2,74,40,1,50
9,1,6,2,34,43,2,4
9,1,6,2,49,43,1,15
9,1,6,2,45,43,3,15
9,1,6,1,45,46,1,2
9,1,6,1,19,39,1,60
9,1,6,1,35,43,2,2
9,1,6,2,32,44,1,4
9,1,6,2,30,43,2,80
9,1,6,2,85,42,3,108
9,1,6,2,63,43,1,20
9,1,6,2,41,40,1,20
9,1,6,2,36,44,2,10
9,1,6,1,55,44,1,40
9,1,6,2,54,43,1,300
9,1,4,1,68,39,1,100
9,1,4,1,63,37,1,60
9,1,3,2,42,39,1,100
9,1,3,2,58,39,2,20
9,1,3,1,43,42,1,8
9,1,6,2,32,43,1,12
9,1,6,1,33,43,1,30
9,1,6,1,29,43,1,20
9,1,6,2,32,43,1,10
9,1,6,2,57,44,1,20
9,1,6,1,73,44,3,8
9,1,6,1,51,44,1,120
9,1,6,2,49,44,1,20
9,1,6,2,73,44,3,2
9,1,3,1,64,43,1,120
9,1,3,2,73,43,3,500
9,1,5,2,63,44,2,50
9,1,5,2,68,44,1,2
9,1,5,1,54,41,1,30
9,1,5,1,67,44,3,12
9,1,5,2,54,43,1,48
9,1,5,2,80,43,3,4
9,1,3,1,22,40,1,80
9,1,2,2,35,42,2,12
9,1,3,2,26,43,1,24
9,1,3,2,74,42,2,24
9,1,3,2,59,43,1,3
9,1,3,2,79,46,3,36
9,1,4,2,85,39,3,500
9,1,4,2,62,39,2,12
9,1,4,2,38,44,1,20
9,1,4,1,40,43,1,20
9,1,4,2,66,43,3,10
8,1,6,2,46,43,1,96
8,1,6,2,37,45,1,24
8,1,6,1,41,44,1,12
8,2,0,1,67,41,1,10
8,2,0,2,63,43,2,10
8,2,0,2,37,43,1,100
8,2,0,1,80,46,1,6
8,2,0,2,78,40,3,10
8,2,0,1,65,39,3,40
8,1,3,2,56,43,2,10
8,1,6,2,38,45,1,12
8,1,6,1,39,45,1,25
8,1,6,1,58,35,1,25
8,1,6,2,41,39,1,25
8,1,6,2,30,43,1,8
8,1,6,1,38,41,1,8
8,1,4,2,37,44,1,20
8,2,0,2,80,40,3,200
8,2,0,1,61,43,2,24
8,2,0,2,42,43,1,24
8,2,0,1,60,43,1,24
8,2,0,2,59,46,1,24
8,2,0,1,51,40,1,24
8,1,6,2,67,40,3,8
8,1,6,1,60,44,3,300
8,1,6,1,30,43,1,20
8,1,6,1,71,38,2,44
8,1,6,2,35,44,2,396
8,1,3,1,77,40,3,60
8,1,3,1,26,40,2,3
8,1,3,2,77,40,3,100
8,2,0,2,73,41,3,3
9,2,0,2,28,44,1,50
9,2,0,2,38,44,1,34
9,2,0,2,46,44,1,6
9,1,4,2,46,43,1,12
9,1,4,2,31,44,1,8
9,1,4,1,66,39,2,500
9,1,4,2,23,43,2,200
9,1,4,2,45,43,2,20
9,1,4,1,19,39,1,120
9,1,4,2,30,40,1,120
9,2,0,2,19,40,1,100
9,2,0,1,48,43,2,500
9,2,0,2,43,43,1,500
9,2,0,2,43,40,1,1
9,2,0,1,38,43,1,1
9,1,2,1,80,45,2,5
8,1,4,2,56,44,3,416
8,1,4,1,68,43,3,40
8,1,4,2,70,43,3,50
8,1,4,2,59,43,3,200
8,1,4,2,61,46,3,300
8,1,4,1,46,43,1,60
8,1,2,2,35,40,2,15
8,1,2,1,44,43,1,100
8,1,4,2,25,43,1,30
8,1,4,1,77,40,3,100
8,1,4,2,63,39,3,100
8,1,4,1,59,43,1,20
8,2,0,1,70,43,1,12
8,2,0,2,68,42,1,120
8,1,2,1,43,39,1,8
8,1,2,2,59,40,1,36
8,2,0,2,67,40,3,500
8,2,0,2,20,40,1,30
8,2,0,2,22,40,1,24
8,2,0,2,23,40,2,3
8,2,0,1,19,39,1,6
8,2,0,2,60,40,3,48
8,2,0,2,40,39,1,50
8,2,0,2,68,36,3,25
8,2,0,1,62,39,1,2
8,2,0,2,79,44,2,50
8,2,0,2,64,42,3,6
8,2,0,2,67,43,3,100
3,1,2,1,44,43,1,20
3,1,2,1,55,44,1,10
3,1,2,2,52,43,1,360
3,1,2,2,54,43,1,10
3,2,0,1,66,39,3,24
3,2,0,2,58,44,1,150
3,2,0,2,41,40,1,180
3,1,7,2,73,44,3,100
3,1,7,2,56,44,2,500
3,1,7,1,22,40,2,500
3,1,7,2,85,35,2,40
3,1,7,2,63,43,2,400
3,1,7,1,77,40,3,416
3,1,7,1,33,44,1,16
3,1,7,2,33,44,1,10
3,1,7,1,27,43,1,24
3,1,7,2,38,44,2,100
3,1,7,2,85,45,2,10
3,1,7,1,70,43,3,6
3,1,7,1,29,43,1,15
3,1,7,2,28,43,1,45
3,1,7,2,62,44,1,50
3,1,7,1,63,43,1,120
3,1,7,1,43,40,1,50
3,1,7,2,44,44,2,100
3,1,7,1,30,43,1,10
3,1,7,1,35,44,1,4
3,1,7,1,44,43,1,3
3,1,7,2,38,44,1,4
3,1,7,2,72,43,2,50
3,2,0,1,63,44,1,200
3,2,0,1,69,40,3,50
3,1,7,1,80,39,3,10
3,1,7,2,80,39,3,10
3,1,7,2,41,44,1,96
3,1,7,1,71,45,3,15
3,1,7,2,31,43,1,10
3,1,3,2,80,39,3,48
3,1,7,1,23,42,1,20
3,1,7,1,41,44,1,36
3,1,7,2,48,44,1,200
3,1,0,2,73,39,3,24
3,1,0,2,54,41,1,24
3,1,0,2,79,39,3,500
3,1,7,1,52,44,1,16
3,1,7,2,51,44,1,24
3,1,7,2,64,40,2,50
3,1,7,1,63,39,1,24
3,1,2,2,68,43,3,12
3,1,2,1,80,43,3,50
3,1,2,2,74,43,3,60
3,1,6,2,39,44,1,5
3,2,0,1,49,39,1,40
3,2,0,2,53,39,1,40
3,1,3,2,85,39,3,6
3,1,6,2,37,43,2,200
3,1,6,1,85,37,3,450
3,1,6,2,85,38,3,130
3,1,3,1,67,43,3,50
3,1,3,2,63,44,1,70
3,1,3,2,61,43,3,100
3,1,0,2,41,43,1,20
3,1,7,1,49,43,1,70
3,1,7,2,49,43,1,100
3,1,7,1,24,43,1,220
3,1,7,2,24,44,1,50
3,1,3,1,73,40,3,500
3,1,3,2,74,43,3,35
3,1,3,2,43,43,1,10
3,1,5,1,33,43,1,6
3,2,0,1,40,42,1,20
3,1,2,1,39,39,1,100
3,1,2,2,34,39,1,100
3,2,0,2,45,43,1,5
3,1,5,1,38,44,1,24
3,1,5,2,37,44,1,24
3,1,5,2,56,43,1,20
3,1,5,2,48,44,2,17
3,1,5,1,49,43,1,15
3,1,5,1,73,44,1,500
3,1,5,2,73,44,2,500
3,2,0,2,45,41,2,7
3,2,0,1,45,40,1,12
3,2,0,2,52,42,1,4
3,2,0,1,57,39,1,12
3,1,7,1,37,43,1,12
3,1,7,2,37,44,1,20
3,1,7,2,61,42,3,500
3,1,7,1,62,43,3,500
3,1,7,2,60,43,3,500
3,1,7,2,19,39,1,16
3,1,5,2,27,43,2,150
3,1,5,1,27,39,1,100
3,1,5,1,54,40,1,3
3,1,5,2,43,43,1,3
3,1,5,2,45,39,2,1
3,2,0,1,76,35,3,100
3,1,2,1,39,43,1,350
3,1,2,1,80,44,1,300
3,1,2,1,51,43,1,15
3,1,2,2,55,44,1,10
3,1,5,2,67,44,1,1
3,1,5,1,40,43,1,40
3,1,5,2,36,42,2,40
3,1,7,1,85,42,3,200
3,1,7,2,72,41,3,200
3,2,0,2,74,40,3,500
3,1,3,2,36,44,1,16
3,1,3,1,39,43,1,16
3,1,2,2,72,40,3,50
3,1,3,2,73,40,3,400
3,1,3,1,35,43,2,8
3,1,3,2,54,42,1,12
3,1,2,2,69,43,3,500
3,1,2,1,69,40,3,500
4,2,0,2,80,39,3,5
4,2,0,1,68,40,3,60
4,2,0,1,66,39,3,24
4,2,0,1,31,40,1,24
4,2,0,1,69,39,1,6
4,2,0,2,64,39,1,20
4,2,0,2,28,43,2,24
4,1,4,2,34,44,1,32
4,1,2,2,58,41,1,210
4,2,0,2,73,43,3,266
4,1,2,1,52,40,1,4
4,2,0,2,59,40,1,4
4,1,4,2,45,44,1,10
4,1,4,1,49,40,1,250
4,1,3,1,31,39,1,120
4,2,0,2,66,41,3,50
4,2,0,1,79,43,3,500
4,2,0,2,79,40,3,300
4,1,0,2,68,44,3,250
4,1,0,2,72,44,3,78
4,1,4,1,63,39,1,104
4,1,4,2,62,39,3,2
4,1,0,1,63,44,1,500
4,2,0,2,60,39,1,10
4,2,0,2,51,46,1,40
4,2,0,1,60,43,1,20
4,2,0,1,26,43,1,24
4,1,0,2,49,46,1,16
4,1,0,1,22,39,2,100
4,1,0,2,25,39,1,30
4,2,0,1,38,43,1,2
4,2,0,1,48,40,1,3
4,1,4,1,60,39,1,10
4,1,4,2,55,44,1,6
4,1,5,2,80,40,3,500
4,1,5,2,66,39,3,50
4,1,5,1,68,40,1,50
4,1,5,1,61,44,1,120
4,1,5,2,63,43,3,120
4,1,5,2,70,39,3,52
4,1,0,1,31,43,1,10
4,1,4,1,80,43,3,60
4,1,2,2,36,43,2,100
4,1,2,1,43,44,1,156
4,1,2,2,75,43,3,156
3,2,0,2,38,40,1,5
3,2,0,1,40,40,1,4
3,2,0,2,63,44,3,4
3,1,4,1,80,43,3,5
3,1,0,2,44,43,1,12
3,1,0,2,85,39,3,28
3,1,0,1,64,40,1,100
3,1,0,2,85,39,3,30
3,1,0,1,85,40,3,35
3,1,2,2,62,43,2,50
3,1,2,1,50,44,1,3
3,1,3,2,50,44,1,15
3,1,3,1,30,43,1,8
3,1,3,2,63,40,3,140
3,1,3,2,75,39,3,5
3,1,3,1,80,40,3,10
3,1,3,2,76,40,3,10
3,1,3,1,67,39,1,175
3,1,3,2,36,43,1,5
3,1,2,1,64,46,1,10
3,1,2,1,39,43,1,10
3,1,2,2,39,43,2,10
3,1,2,2,33,42,1,5
3,1,3,1,61,44,1,5
3,1,3,2,27,43,1,20
3,1,3,2,71,40,3,24
3,2,0,1,66,44,3,12
3,2,0,2,67,40,3,24
3,1,4,1,37,43,1,24
3,2,0,1,80,41,1,10
3,1,6,2,36,40,1,2
3,1,6,1,62,40,1,20
3,1,6,2,42,43,2,6
3,1,6,1,27,43,1,20
3,1,6,2,28,43,2,10
3,1,6,2,47,43,1,10
3,1,6,1,49,40,1,10
3,1,6,1,70,44,2,24
3,1,6,1,78,46,1,100
3,1,0,1,46,40,1,15
3,1,2,1,29,40,1,40
3,1,2,2,78,40,3,6
3,1,2,1,64,44,1,125
3,1,2,2,85,42,3,15
3,1,6,1,52,43,1,8
3,1,6,1,67,44,1,10
3,1,6,2,80,44,3,40
3,1,6,2,45,44,2,300
3,1,6,1,45,44,1,120
3,1,6,1,44,40,1,60
3,1,6,1,42,39,1,32
3,1,6,1,48,43,1,50
3,1,6,2,26,45,1,20
3,1,4,1,76,39,3,10
3,1,2,2,79,40,2,200
3,1,6,2,64,44,3,5
3,1,3,2,71,42,3,500
3,1,3,1,34,44,1,12
